Thời gian,Mã Đơn Hàng,Mã Chi Nhánh,Mã Nhân Viên,Mã Sản Phẩm,Mã Khách Hàng,Số Lượng,Doanh Thu,Lợi Nhuận,Tổng Giá Vốn
2023-09-13,ĐH6230325,CN DN,NV042,P-501,KH-0551,7,76545000,25515000,51030000
2023-09-13,ĐH9544631,TS HN,NV084,P-406,KH-0647,6,49860000,16620000,33240000
2023-09-13,ĐH6297522,CN DN,NV034,P-233,KH-0502,4,271440000,90480000,180960000
2023-09-13,ĐH1927044,CN HCM,NV030,P-472,KH-0747,5,118950000,39650000,79300000
2023-09-13,ĐH2082062,CN DN,NV143,P-461,KH-0030,6,22050000,7350000,14700000
2023-09-13,ĐH4216402,CN DN,NV037,P-528,KH-0077,6,123300000,41100000,82200000
2023-09-13,ĐH4904748,TS HN,NV227,P-524,KH-0611,9,12015000,4005000,8010000
2023-09-13,ĐH5025022,TS HN,NV153,P-456,KH-0541,6,48960000,16320000,32640000
2023-09-13,ĐH9740871,CN HCM,NV089,P-073,KH-0585,7,68565000,22855000,45710000
2023-09-13,ĐH2334656,TS HN,NV216,P-463,KH-0765,5,137250000,45750000,91500000
2023-09-13,ĐH2283627,CN HCM,NV031,P-458,KH-0479,6,106110000,35370000,70740000
2023-09-13,ĐH5602817,TS HN,NV165,P-113,KH-0703,6,404280000,134760000,269520000
2023-09-13,ĐH5081081,CN HCM,NV223,P-437,KH-0712,4,153660000,51220000,102440000
2023-09-13,ĐH9316624,CN DN,NV175,P-771,KH-0476,9,1080000,360000,720000
2023-09-13,ĐH7755003,TS HN,NV008,P-578,KH-0681,4,47700000,15900000,31800000
2023-09-13,ĐH3610892,CN DN,NV190,P-595,KH-0280,4,3840000,1280000,2560000
2023-09-13,ĐH6400877,CN HCM,NV213,P-772,KH-0099,6,11520000,3840000,7680000
2023-09-13,ĐH3457894,TS HN,NV084,P-287,KH-0279,6,79110000,26370000,52740000
2023-09-13,ĐH1884070,CN DN,NV167,P-120,KH-0329,2,23820000,7940000,15880000
2023-09-13,ĐH8645951,CN DN,NV234,P-202,KH-0766,6,22050000,7350000,14700000
2023-09-13,ĐH8904570,TS HN,NV094,P-546,KH-0535,6,1440000,480000,960000
2023-09-14,ĐH1970611,CN HCM,NV088,P-213,KH-0672,5,99975000,33325000,66650000
2023-09-14,ĐH6854495,TS HN,NV072,P-362,KH-0140,4,19740000,6580000,13160000
2023-09-14,ĐH9892730,CN HCM,NV163,P-361,KH-0089,4,42180000,14060000,28120000
2023-09-14,ĐH1413736,CN HCM,NV102,P-534,KH-0080,5,32325000,10775000,21550000
2023-09-14,ĐH8777887,CN HCM,NV035,P-349,KH-0140,7,173460000,57820000,115640000
2023-09-14,ĐH9089293,TS HN,NV193,P-541,KH-0143,7,148260000,49420000,98840000
2023-09-14,ĐH5195583,TS HN,NV221,P-182,KH-0779,6,25830000,8610000,17220000
2023-09-14,ĐH8953608,CN HCM,NV115,P-540,KH-0188,5,21450000,7150000,14300000
2023-09-14,ĐH9724885,TS HN,NV089,P-559,KH-0458,4,45060000,15020000,30040000
2023-09-14,ĐH9947185,CN DN,NV195,P-430,KH-0641,3,23805000,7935000,15870000
2023-09-14,ĐH4462661,CN DN,NV059,P-373,KH-0096,5,212250000,70750000,141500000
2023-09-14,ĐH3603956,CN HCM,NV170,P-140,KH-0434,5,63000000,21000000,42000000
2023-09-14,ĐH4933017,CN HCM,NV074,P-665,KH-0680,6,20970000,6990000,13980000
2023-09-14,ĐH2279261,CN DN,NV209,P-463,KH-0284,3,82350000,27450000,54900000
2023-09-14,ĐH3675358,CN HCM,NV200,P-553,KH-0007,5,78000000,26000000,52000000
2023-09-14,ĐH9629258,CN DN,NV163,P-747,KH-0077,5,9525000,3175000,6350000
2023-09-14,ĐH7184604,TS HN,NV157,P-372,KH-0499,6,364320000,121440000,242880000
2023-09-14,ĐH5201529,TS HN,NV227,P-435,KH-0626,1,43740000,14580000,29160000
2023-09-14,ĐH3066782,TS HN,NV213,P-784,KH-0449,6,2880000,960000,1920000
2023-09-14,ĐH3406543,TS HN,NV217,P-798,KH-0121,7,32760000,10920000,21840000
2023-09-14,ĐH3798665,CN DN,NV125,P-031,KH-0720,5,5250000,1750000,3500000
2023-09-14,ĐH9597143,TS HN,NV136,P-104,KH-0469,5,750000,250000,500000
2023-09-14,ĐH7270463,TS HN,NV051,P-318,KH-0325,6,9360000,3120000,6240000
2023-09-14,ĐH3152261,TS HN,NV158,P-616,KH-0463,5,2775000,925000,1850000
2023-09-14,ĐH8565500,CN HCM,NV010,P-698,KH-0115,4,397800000,132600000,265200000
2023-09-14,ĐH4103690,TS HN,NV056,P-028,KH-0274,9,27810000,9270000,18540000
2023-09-14,ĐH4993082,CN HCM,NV222,P-419,KH-0370,6,75600000,25200000,50400000
2023-09-15,ĐH2743127,TS HN,NV109,P-450,KH-0578,5,45525000,15175000,30350000
2023-09-15,ĐH2868861,TS HN,NV118,P-069,KH-0622,6,7830000,2610000,5220000
2023-09-15,ĐH5339243,TS HN,NV157,P-286,KH-0193,6,1170000,390000,780000
2023-09-15,ĐH3074584,CN DN,NV018,P-556,KH-0783,7,51870000,17290000,34580000
2023-09-15,ĐH2432785,CN DN,NV014,P-337,KH-0770,6,12600000,4200000,8400000
2023-09-15,ĐH9681942,TS HN,NV131,P-205,KH-0039,9,178200000,59400000,118800000
2023-09-15,ĐH1609085,TS HN,NV241,P-505,KH-0295,9,122310000,40770000,81540000
2023-09-15,ĐH3412167,TS HN,NV120,P-516,KH-0772,7,73815000,24605000,49210000
2023-09-15,ĐH7051853,CN HCM,NV035,P-142,KH-0332,9,121905000,40635000,81270000
2023-09-15,ĐH3663583,CN HCM,NV180,P-638,KH-0744,5,28125000,9375000,18750000
2023-09-15,ĐH5901225,TS HN,NV060,P-285,KH-0777,6,15480000,5160000,10320000
2023-09-15,ĐH8149986,TS HN,NV213,P-054,KH-0666,4,1200000,400000,800000
2023-09-15,ĐH6295297,CN HCM,NV134,P-070,KH-0313,6,29520000,9840000,19680000
2023-09-15,ĐH2253225,CN DN,NV079,P-683,KH-0604,6,2160000,720000,1440000
2023-09-15,ĐH5549313,TS HN,NV247,P-214,KH-0022,9,877500000,292500000,585000000
2023-09-15,ĐH8158937,CN DN,NV084,P-653,KH-0755,6,18630000,6210000,12420000
2023-09-15,ĐH3738071,CN DN,NV150,P-239,KH-0267,6,153810000,51270000,102540000
2023-09-15,ĐH6568859,CN HCM,NV176,P-726,KH-0039,4,13140000,4380000,8760000
2023-09-15,ĐH9203698,TS HN,NV142,P-101,KH-0343,7,3780000,1260000,2520000
2023-09-15,ĐH7351194,TS HN,NV107,P-580,KH-0611,6,72630000,24210000,48420000
2023-09-15,ĐH8755977,CN DN,NV142,P-788,KH-0628,5,31425000,10475000,20950000
2023-09-15,ĐH1994262,TS HN,NV054,P-372,KH-0638,7,425040000,141680000,283360000
2023-09-15,ĐH6976623,TS HN,NV033,P-444,KH-0440,9,555930000,185310000,370620000
2023-09-15,ĐH8792078,CN DN,NV180,P-629,KH-0184,4,1020000,340000,680000
2023-09-15,ĐH7480343,TS HN,NV049,P-619,KH-0635,3,61920000,20640000,41280000
2023-09-15,ĐH7797989,TS HN,NV161,P-413,KH-0293,6,257670000,85890000,171780000
2023-09-15,ĐH2576674,CN HCM,NV004,P-252,KH-0033,4,960000,320000,640000
2023-09-15,ĐH9077703,CN DN,NV099,P-614,KH-0435,4,59760000,19920000,39840000
2023-09-15,ĐH1717832,CN HCM,NV164,P-701,KH-0088,9,1620000,540000,1080000
2023-09-15,ĐH2966920,CN HCM,NV147,P-151,KH-0042,9,13500000,2053350000,4106700000
2023-09-16,ĐH5407064,CN HCM,NV043,P-310,KH-0080,4,22080000,7360000,14720000
2023-09-16,ĐH2805846,TS HN,NV141,P-356,KH-0582,4,3420000,1140000,2280000
2023-09-16,ĐH1768280,CN DN,NV132,P-714,KH-0433,6,157680000,52560000,105120000
2023-09-16,ĐH6652442,CN HCM,NV141,P-181,KH-0766,6,97650000,32550000,65100000
2023-09-16,ĐH9208716,CN HCM,NV128,P-169,KH-0771,4,35520000,11840000,23680000
2023-09-16,ĐH4096430,TS HN,NV009,P-168,KH-0723,3,54000000,18000000,36000000
2023-09-16,ĐH1156501,TS HN,NV109,P-254,KH-0736,4,11280000,3760000,7520000
2023-09-16,ĐH7064252,CN DN,NV050,P-371,KH-0519,6,31320000,10440000,20880000
2023-09-16,ĐH8639724,TS HN,NV001,P-484,KH-0400,5,4575000,1525000,3050000
2023-09-16,ĐH4351659,CN HCM,NV221,P-624,KH-0286,9,55755000,18585000,37170000
2023-09-16,ĐH1677582,TS HN,NV222,P-042,KH-0413,6,25650000,8550000,17100000
2023-09-16,ĐH3822115,CN HCM,NV044,P-329,KH-0200,6,120420000,40140000,80280000
2023-09-16,ĐH3825458,CN DN,NV099,P-326,KH-0006,7,2625000,875000,1750000
2023-09-16,ĐH3652483,CN HCM,NV160,P-709,KH-0264,3,2655000,885000,1770000
2023-09-16,ĐH4149076,CN HCM,NV201,P-151,KH-0029,4,2737800000,912600000,1825200000
2023-09-16,ĐH7015559,TS HN,NV164,P-112,KH-0466,5,849675000,283225000,566450000
2023-09-16,ĐH1259044,TS HN,NV191,P-795,KH-0374,7,55125000,18375000,36750000
2023-09-16,ĐH5498548,TS HN,NV070,P-100,KH-0608,5,80175000,26725000,53450000
2023-09-16,ĐH7313056,TS HN,NV020,P-481,KH-0222,6,53730000,17910000,35820000
2023-09-16,ĐH6063253,TS HN,NV053,P-087,KH-0361,7,86730000,28910000,57820000
2023-09-16,ĐH5174867,CN HCM,NV159,P-102,KH-0766,5,14100000,4700000,9400000
2023-09-16,ĐH2137154,CN HCM,NV101,P-548,KH-0196,9,155115000,51705000,103410000
2023-09-16,ĐH4915239,CN DN,NV228,P-247,KH-0502,5,74100000,24700000,49400000
2023-09-16,ĐH9508833,TS HN,NV085,P-434,KH-0083,6,87480000,29160000,58320000
2023-09-16,ĐH2403858,CN DN,NV237,P-762,KH-0165,7,25620000,8540000,17080000
2023-09-17,ĐH3758113,CN HCM,NV043,P-745,KH-0295,7,7770000,2590000,5180000
2023-09-17,ĐH4464029,CN HCM,NV072,P-438,KH-0541,6,174960000,58320000,116640000
2023-09-17,ĐH9511685,TS HN,NV216,P-106,KH-0474,4,108120000,36040000,72080000
2023-09-17,ĐH5391815,CN DN,NV142,P-470,KH-0117,6,204750000,68250000,136500000
2023-09-17,ĐH8657335,CN HCM,NV144,P-534,KH-0339,6,38790000,12930000,25860000
2023-09-17,ĐH7253618,CN HCM,NV110,P-460,KH-0407,7,22575000,7525000,15050000
2023-09-17,ĐH9701450,TS HN,NV196,P-348,KH-0295,5,294975000,98325000,196650000
2023-09-17,ĐH5740729,TS HN,NV106,P-146,KH-0001,7,106680000,35560000,71120000
2023-09-17,ĐH1417058,TS HN,NV232,P-370,KH-0406,6,135180000,45060000,90120000
2023-09-17,ĐH3051713,TS HN,NV078,P-790,KH-0050,7,6930000,2310000,4620000
2023-09-17,ĐH8872303,CN DN,NV040,P-229,KH-0119,7,5250000,1750000,3500000
2023-09-17,ĐH3338309,CN HCM,NV193,P-330,KH-0134,5,13125000,4375000,8750000
2023-09-17,ĐH5188199,CN HCM,NV065,P-209,KH-0627,6,38070000,12690000,25380000
2023-09-17,ĐH2228974,CN HCM,NV197,P-011,KH-0160,4,63540000,21180000,42360000
2023-09-17,ĐH6664639,CN HCM,NV148,P-467,KH-0293,6,251550000,83850000,167700000
2023-09-17,ĐH7245499,CN HCM,NV174,P-216,KH-0735,6,7650000,2550000,5100000
2023-09-17,ĐH5000188,CN HCM,NV158,P-378,KH-0384,9,7695000,2565000,5130000
2023-09-17,ĐH7698680,CN HCM,NV168,P-287,KH-0243,5,65925000,21975000,43950000
2023-09-18,ĐH6299218,TS HN,NV061,P-333,KH-0077,7,41790000,13930000,27860000
2023-09-18,ĐH3524129,CN HCM,NV044,P-026,KH-0020,6,13500000,4500000,9000000
2023-09-18,ĐH1225745,TS HN,NV152,P-598,KH-0670,4,2700000,900000,1800000
2023-09-18,ĐH9336806,CN DN,NV121,P-574,KH-0548,6,1620000,540000,1080000
2023-09-18,ĐH1380313,CN DN,NV136,P-648,KH-0101,5,4950000,1650000,3300000
2023-09-18,ĐH6722466,CN DN,NV039,P-121,KH-0363,6,23670000,7890000,15780000
2023-09-18,ĐH9943537,CN HCM,NV209,P-566,KH-0559,4,29340000,9780000,19560000
2023-09-18,ĐH3644354,TS HN,NV099,P-576,KH-0785,4,6000000,2000000,4000000
2023-09-18,ĐH7770367,TS HN,NV176,P-779,KH-0782,4,2100000,700000,1400000
2023-09-18,ĐH3044097,CN DN,NV129,P-798,KH-0519,3,14040000,4680000,9360000
2023-09-18,ĐH9480839,CN HCM,NV017,P-088,KH-0234,5,12150000,4050000,8100000
2023-09-18,ĐH4134641,TS HN,NV068,P-380,KH-0008,6,1440000,480000,960000
2023-09-18,ĐH1838791,CN DN,NV021,P-758,KH-0628,9,156600000,52200000,104400000
2023-09-18,ĐH4325392,TS HN,NV235,P-669,KH-0524,9,29835000,9945000,19890000
2023-09-18,ĐH5341005,CN HCM,NV105,P-566,KH-0751,5,36675000,12225000,24450000
2023-09-18,ĐH8716368,TS HN,NV071,P-234,KH-0783,5,1262550000,420850000,841700000
2023-09-18,ĐH1445842,CN HCM,NV211,P-693,KH-0268,5,7575000,2525000,5050000
2023-09-19,ĐH2474956,TS HN,NV236,P-678,KH-0040,5,1425000,475000,950000
2023-09-19,ĐH8179309,CN HCM,NV081,P-609,KH-0751,7,2310000,770000,1540000
2023-09-19,ĐH8440137,TS HN,NV155,P-017,KH-0257,5,19800000,6600000,13200000
2023-09-19,ĐH1486003,CN DN,NV227,P-573,KH-0182,4,6420000,2140000,4280000
2023-09-19,ĐH3501197,CN HCM,NV225,P-298,KH-0619,9,113265000,37755000,75510000
2023-09-19,ĐH8852054,CN DN,NV130,P-677,KH-0279,4,2220000,740000,1480000
2023-09-19,ĐH6302575,TS HN,NV050,P-309,KH-0626,5,107175000,35725000,71450000
2023-09-19,ĐH7601063,CN DN,NV167,P-334,KH-0779,5,20025000,6675000,13350000
2023-09-19,ĐH5972407,TS HN,NV210,P-010,KH-0697,6,133290000,44430000,88860000
2023-09-19,ĐH1402579,CN HCM,NV242,P-747,KH-0750,6,11430000,3810000,7620000
2023-09-19,ĐH6823133,TS HN,NV197,P-544,KH-0242,6,112680000,37560000,75120000
2023-09-19,ĐH4809383,CN HCM,NV108,P-087,KH-0721,6,74340000,24780000,49560000
2023-09-19,ĐH2381864,CN HCM,NV184,P-268,KH-0449,4,97080000,32360000,64720000
2023-09-19,ĐH5128413,TS HN,NV142,P-484,KH-0295,7,6405000,2135000,4270000
2023-09-19,ĐH7487636,CN HCM,NV213,P-585,KH-0688,5,3600000,1200000,2400000
2023-09-19,ĐH9571160,CN HCM,NV177,P-186,KH-0069,9,39960000,13320000,26640000
2023-09-19,ĐH3151177,CN DN,NV046,P-469,KH-0551,5,9525000,3175000,6350000
2023-09-19,ĐH9417044,CN HCM,NV219,P-723,KH-0409,9,21195000,7065000,14130000
2023-09-19,ĐH5414457,TS HN,NV200,P-481,KH-0298,6,53730000,17910000,35820000
2023-09-19,ĐH5053938,CN HCM,NV100,P-566,KH-0029,3,22005000,7335000,14670000
2023-09-19,ĐH1526567,TS HN,NV001,P-702,KH-0279,6,7470000,2490000,4980000
2023-09-20,ĐH3122276,TS HN,NV060,P-783,KH-0650,9,103005000,34335000,68670000
2023-09-20,ĐH6817649,CN DN,NV127,P-367,KH-0706,4,580320000,193440000,386880000
2023-09-20,ĐH5495474,CN DN,NV043,P-535,KH-0033,5,38550000,12850000,25700000
2023-09-20,ĐH5875896,CN HCM,NV059,P-570,KH-0147,5,2475000,825000,1650000
2023-09-20,ĐH4503158,CN HCM,NV239,P-703,KH-0006,4,4080000,1360000,2720000
2023-09-20,ĐH6326112,CN HCM,NV151,P-657,KH-0502,5,3450000,1150000,2300000
2023-09-20,ĐH3965591,CN DN,NV111,P-009,KH-0528,3,44550000,14850000,29700000
2023-09-20,ĐH3589204,CN HCM,NV071,P-635,KH-0392,5,4650000,1550000,3100000
2023-09-20,ĐH4009063,CN HCM,NV101,P-482,KH-0139,6,53010000,17670000,35340000
2023-09-20,ĐH2222434,CN DN,NV107,P-203,KH-0735,5,107250000,35750000,71500000
2023-09-20,ĐH9239420,CN DN,NV084,P-026,KH-0102,9,20250000,6750000,13500000
2023-09-20,ĐH4534102,CN HCM,NV133,P-073,KH-0207,4,39180000,13060000,26120000
2023-09-20,ĐH2452364,CN HCM,NV144,P-797,KH-0399,9,61425000,20475000,40950000
2023-09-20,ĐH3526399,CN DN,NV135,P-347,KH-0136,5,197100000,65700000,131400000
2023-09-20,ĐH6955634,TS HN,NV232,P-673,KH-0774,7,1680000,560000,1120000
2023-09-20,ĐH4159847,CN DN,NV062,P-272,KH-0560,6,259200000,86400000,172800000
2023-09-20,ĐH5288978,CN DN,NV187,P-443,KH-0309,9,5805000,1935000,3870000
2023-09-20,ĐH2450829,CN DN,NV146,P-060,KH-0046,3,3555000,1185000,2370000
2023-09-20,ĐH3673130,CN HCM,NV189,P-172,KH-0439,6,46530000,15510000,31020000
2023-09-20,ĐH1394121,CN DN,NV164,P-570,KH-0119,9,4455000,1485000,2970000
2023-09-20,ĐH8161230,CN DN,NV232,P-545,KH-0371,7,81585000,27195000,54390000
2023-09-20,ĐH9369148,CN HCM,NV178,P-241,KH-0460,7,1251600000,417200000,834400000
2023-09-20,ĐH6265606,CN HCM,NV217,P-455,KH-0670,4,9540000,3180000,6360000
2023-09-20,ĐH2142947,CN DN,NV196,P-503,KH-0202,5,192750000,64250000,128500000
2023-09-20,ĐH5831411,TS HN,NV080,P-498,KH-0473,6,3780000,1260000,2520000
2023-09-20,ĐH5225777,TS HN,NV034,P-616,KH-0537,6,3330000,1110000,2220000
2023-09-20,ĐH4626833,CN DN,NV182,P-529,KH-0520,7,18375000,6125000,12250000
2023-09-21,ĐH7760667,CN DN,NV066,P-390,KH-0469,9,17415000,5805000,11610000
2023-09-21,ĐH2482251,CN HCM,NV164,P-734,KH-0441,3,40950000,13650000,27300000
2023-09-21,ĐH8055909,CN DN,NV009,P-750,KH-0427,7,4095000,1365000,2730000
2023-09-21,ĐH6998556,TS HN,NV062,P-166,KH-0297,5,72675000,24225000,48450000
2023-09-21,ĐH2982483,TS HN,NV156,P-032,KH-0501,2,42900000,14300000,28600000
2023-09-21,ĐH4813746,TS HN,NV127,P-215,KH-0459,5,3075000,1025000,2050000
2023-09-21,ĐH4243666,CN HCM,NV052,P-488,KH-0593,6,1283310000,427770000,855540000
2023-09-21,ĐH5968758,TS HN,NV081,P-384,KH-0073,6,10530000,3510000,7020000
2023-09-21,ĐH2476479,TS HN,NV230,P-413,KH-0031,7,300615000,100205000,200410000
2023-09-21,ĐH5351517,CN HCM,NV048,P-038,KH-0222,4,21960000,7320000,14640000
2023-09-21,ĐH1439187,CN DN,NV013,P-583,KH-0756,6,8820000,2940000,5880000
2023-09-21,ĐH6682281,TS HN,NV118,P-388,KH-0761,7,43050000,14350000,28700000
2023-09-21,ĐH6633374,CN DN,NV231,P-433,KH-0182,5,151725000,50575000,101150000
2023-09-21,ĐH1278660,TS HN,NV056,P-799,KH-0576,4,420000,140000,280000
2023-09-21,ĐH6745827,CN DN,NV015,P-306,KH-0524,7,200970000,66990000,133980000
2023-09-21,ĐH9867089,CN HCM,NV005,P-415,KH-0507,5,76500000,25500000,51000000
2023-09-21,ĐH8169684,CN DN,NV150,P-178,KH-0009,7,332115000,110705000,221410000
2023-09-21,ĐH8775760,CN DN,NV234,P-710,KH-0602,7,17745000,5915000,11830000
2023-09-21,ĐH3242698,CN DN,NV122,P-136,KH-0106,7,19635000,6545000,13090000
2023-09-21,ĐH9069634,CN HCM,NV128,P-670,KH-0401,3,1575000,525000,1050000
2023-09-22,ĐH1911811,CN HCM,NV146,P-382,KH-0070,7,74445000,24815000,49630000
2023-09-22,ĐH6361342,CN DN,NV179,P-729,KH-0427,7,69195000,23065000,46130000
2023-09-22,ĐH3134127,TS HN,NV128,P-488,KH-0739,6,1283310000,427770000,855540000
2023-09-22,ĐH3727110,CN HCM,NV021,P-602,KH-0667,4,36540000,12180000,24360000
2023-09-22,ĐH4233430,CN HCM,NV003,P-512,KH-0532,6,540000,180000,360000
2023-09-22,ĐH6029297,TS HN,NV058,P-228,KH-0733,7,4515000,1505000,3010000
2023-09-22,ĐH9954421,TS HN,NV184,P-790,KH-0732,6,5940000,1980000,3960000
2023-09-22,ĐH4161194,CN HCM,NV209,P-529,KH-0140,4,10500000,3500000,7000000
2023-09-22,ĐH8880136,CN HCM,NV167,P-361,KH-0486,9,94905000,31635000,63270000
2023-09-22,ĐH4944068,TS HN,NV101,P-671,KH-0140,5,2925000,975000,1950000
2023-09-22,ĐH5080493,CN HCM,NV152,P-721,KH-0174,7,2205000,735000,1470000
2023-09-22,ĐH3277865,CN DN,NV160,P-178,KH-0654,7,332115000,110705000,221410000
2023-09-22,ĐH8479946,CN DN,NV029,P-118,KH-0060,9,15930000,5310000,10620000
2023-09-22,ĐH1543246,TS HN,NV185,P-154,KH-0471,4,157980000,52660000,105320000
2023-09-22,ĐH6741833,TS HN,NV004,P-463,KH-0398,6,164700000,54900000,109800000
2023-09-22,ĐH8659947,CN HCM,NV124,P-734,KH-0738,4,54600000,18200000,36400000
2023-09-22,ĐH4380367,CN DN,NV234,P-111,KH-0784,4,72060000,24020000,48040000
2023-09-22,ĐH1124955,CN DN,NV241,P-369,KH-0087,7,136395000,45465000,90930000
2023-09-22,ĐH3269395,TS HN,NV006,P-036,KH-0129,6,21420000,7140000,14280000
2023-09-22,ĐH7275721,CN HCM,NV030,P-409,KH-0535,9,93285000,31095000,62190000
2023-09-22,ĐH2143293,CN HCM,NV188,P-723,KH-0691,6,14130000,4710000,9420000
2023-09-22,ĐH8342979,TS HN,NV205,P-108,KH-0174,9,266220000,88740000,177480000
2023-09-22,ĐH4117261,TS HN,NV042,P-514,KH-0234,6,441270000,147090000,294180000
2023-09-22,ĐH3968656,CN HCM,NV134,P-583,KH-0552,6,8820000,2940000,5880000
2023-09-23,ĐH8165494,CN DN,NV015,P-565,KH-0626,7,143850000,47950000,95900000
2023-09-23,ĐH9054036,CN DN,NV005,P-007,KH-0113,1,52830000,17610000,35220000
2023-09-23,ĐH9054036,CN DN,NV005,P-008,KH-0113,6,52830000,17610000,35220000
2023-09-23,ĐH8165494,CN DN,NV015,P-143,KH-0626,7,143850000,47950000,95900000
2023-09-23,ĐH4961248,CN DN,NV094,P-730,KH-0223,6,27810000,9270000,18540000
2023-09-23,ĐH3517339,CN HCM,NV088,P-713,KH-0290,6,1440000,480000,960000
2023-09-23,ĐH3812326,CN HCM,NV218,P-129,KH-0682,6,63090000,21030000,42060000
2023-09-23,ĐH1568339,CN HCM,NV127,P-413,KH-0540,4,171780000,57260000,114520000
2023-09-23,ĐH2784587,CN HCM,NV215,P-299,KH-0737,6,6210000,2070000,4140000
2023-09-23,ĐH5480386,CN DN,NV037,P-617,KH-0469,6,24660000,8220000,16440000
2023-09-23,ĐH7350538,CN DN,NV203,P-604,KH-0081,9,25650000,8550000,17100000
2023-09-23,ĐH5781998,CN DN,NV215,P-473,KH-0270,6,116550000,38850000,77700000
2023-09-23,ĐH9197217,CN HCM,NV127,P-424,KH-0276,6,58410000,19470000,38940000
2023-09-23,ĐH4033320,CN HCM,NV091,P-714,KH-0121,5,131400000,43800000,87600000
2023-09-23,ĐH3935533,CN DN,NV064,P-662,KH-0357,6,22320000,7440000,14880000
2023-09-23,ĐH3633170,CN DN,NV015,P-016,KH-0538,5,35250000,11750000,23500000
2023-09-23,ĐH3178254,TS HN,NV085,P-650,KH-0698,6,1530000,510000,1020000
2023-09-23,ĐH5440236,CN HCM,NV242,P-797,KH-0243,9,61425000,20475000,40950000
2023-09-23,ĐH3188290,CN HCM,NV108,P-562,KH-0179,7,5145000,1715000,3430000
2023-09-23,ĐH2837059,CN HCM,NV005,P-569,KH-0164,5,2550000,850000,1700000
2023-09-23,ĐH9870468,CN HCM,NV222,P-490,KH-0503,6,1105650000,368550000,737100000
2023-09-23,ĐH3819498,TS HN,NV050,P-052,KH-0520,6,1440000,480000,960000
2023-09-23,ĐH7142940,CN DN,NV209,P-096,KH-0356,5,8850000,2950000,5900000
2023-09-23,ĐH5161040,CN HCM,NV003,P-462,KH-0709,6,27000000,9000000,18000000
2023-09-23,ĐH9318478,CN HCM,NV218,P-269,KH-0261,7,4620000,1540000,3080000
2023-09-23,ĐH4796399,TS HN,NV023,P-654,KH-0004,4,480000,160000,320000
2023-09-23,ĐH5610761,CN DN,NV207,P-639,KH-0409,4,22500000,7500000,15000000
2023-09-23,ĐH9715848,CN DN,NV085,P-721,KH-0417,6,1890000,630000,1260000
2023-09-23,ĐH9894797,TS HN,NV221,P-045,KH-0185,7,38325000,12775000,25550000
2023-09-23,ĐH4840891,CN DN,NV009,P-736,KH-0252,5,1725000,575000,1150000
2023-09-24,ĐH2086417,TS HN,NV065,P-776,KH-0504,6,16110000,5370000,10740000
2023-09-24,ĐH8425896,TS HN,NV080,P-356,KH-0550,4,3420000,1140000,2280000
2023-09-24,ĐH7343757,TS HN,NV220,P-516,KH-0418,4,42180000,14060000,28120000
2023-09-24,ĐH8840862,TS HN,NV083,P-678,KH-0138,7,1995000,665000,1330000
2023-09-24,ĐH5384282,TS HN,NV030,P-443,KH-0475,9,5805000,1935000,3870000
2023-09-24,ĐH2861432,CN HCM,NV016,P-492,KH-0575,3,49905000,16635000,33270000
2023-09-24,ĐH4122999,CN DN,NV249,P-641,KH-0435,6,8370000,2790000,5580000
2023-09-24,ĐH1898658,CN DN,NV011,P-365,KH-0541,9,104760000,34920000,69840000
2023-09-24,ĐH4677506,CN DN,NV098,P-780,KH-0282,4,242280000,80760000,161520000
2023-09-24,ĐH8735741,CN HCM,NV033,P-176,KH-0377,4,58140000,19380000,38760000
2023-09-24,ĐH4806985,TS HN,NV188,P-791,KH-0696,6,3240000,1080000,2160000
2023-09-24,ĐH7770629,CN DN,NV057,P-040,KH-0454,5,103725000,34575000,69150000
2023-09-24,ĐH6190430,CN HCM,NV094,P-457,KH-0208,6,1710000,570000,1140000
2023-09-24,ĐH2380072,TS HN,NV008,P-358,KH-0511,5,144900000,48300000,96600000
2023-09-24,ĐH2380072,TS HN,NV008,P-530,KH-0511,5,144900000,48300000,96600000
2023-09-24,ĐH2380072,TS HN,NV008,P-441,KH-0511,5,144900000,48300000,96600000
2023-09-24,ĐH6421082,CN DN,NV051,P-404,KH-0360,7,840000,280000,560000
2023-09-24,ĐH8457399,TS HN,NV068,P-567,KH-0135,9,2499930000,833310000,1666620000
2023-09-24,ĐH9010579,TS HN,NV143,P-494,KH-0554,6,6300000,2100000,4200000
2023-09-24,ĐH7363861,CN DN,NV195,P-794,KH-0282,9,12285000,4095000,8190000
2023-09-24,ĐH2772373,CN HCM,NV186,P-636,KH-0446,7,9345000,3115000,6230000
2023-09-24,ĐH6609201,CN HCM,NV081,P-383,KH-0320,7,630000,210000,420000
2023-09-24,ĐH9192076,TS HN,NV213,P-472,KH-0707,5,118950000,39650000,79300000
2023-09-24,ĐH1893030,CN HCM,NV221,P-569,KH-0271,5,2550000,850000,1700000
2023-09-24,ĐH7299949,CN HCM,NV213,P-159,KH-0298,6,2053350000,684450000,1368900000
2023-09-25,ĐH5120255,CN DN,NV041,P-270,KH-0163,6,52110000,17370000,34740000
2023-09-25,ĐH5137370,TS HN,NV023,P-690,KH-0051,4,34575000,11525000,23050000
2023-09-25,ĐH8687315,TS HN,NV058,P-768,KH-0050,7,9975000,3325000,6650000
